userid,age,gender,city,count_sessions,time_first,time_last,time_last_purchase,time_full,time_full_s,value,value_c1,value_c2,value_c3,value_c4,value_c5,value_c6,age_bins,age_bins_name
12224,62,Ж,Москва,558,2021-12-29 17:55:33,2025-01-03 06:25:40,2024-11-11 05:57:21,0 days 10:01:04,36064,307805.0,595856.2929402477,766302.449727147,876902.3868532071,856514.7277162519,864310.813309716,914592.2057369534,6,>60
12225,24,Ж,Ростов-на-Дону,561,2021-12-30 10:35:32,2024-12-31 22:42:17,2024-11-10 22:15:01,0 days 09:55:35,35735,163266.0,803868.7244444841,934435.1933025346,939182.4571151605,688106.9420011063,957711.00871143,709515.222432048,2,16-24
12226,53,М,Санкт-Петербург,553,2021-12-28 05:47:28,2024-12-31 18:24:27,2024-12-26 18:21:58,0 days 10:18:40,37120,256144.0,595483.8735042183,647198.1764976697,1172050.502609712,763162.8601503243,1179215.299513625,803700.3067362966,5,48-60
12227,78,Ж,Красноярск,555,2021-12-27 14:40:57,2024-12-29 02:53:38,2024-12-20 02:44:41,0 days 09:47:28,35248,338557.0,828846.4153532728,865906.5792848482,800400.0660231158,564235.5366284034,1174212.333522629,952417.098753029,6,>60
12228,18,Ж,Челябинск,568,2021-12-28 14:12:11,2025-01-03 03:45:38,2024-11-18 03:22:36,0 days 11:04:27,39867,241266.0,865164.0987783342,982514.8543839987,823466.8714944547,998228.8089662417,902565.9417639468,846317.9947375745,2,16-24
12229,9,Ж,Уфа,542,2021-12-29 03:54:50,2025-01-03 16:05:04,2024-12-28 16:01:19,0 days 09:56:37,35797,269921.0,784036.1031209037,1076591.3321005534,1015704.1822663675,806115.4699443225,477130.493077792,752856.7536368648,1,<16
12230,72,М,Уфа,585,2021-12-28 13:27:53,2025-01-02 02:56:44,2024-12-27 02:53:05,0 days 10:57:40,39460,250520.64,887824.2828942924,891713.2086448221,1054470.8054315827,1060006.6077259437,1159991.0645760095,1156303.3317163396,6,>60
12231,65,М,Екатеринбург,556,2021-12-29 00:54:02,2025-01-02 13:40:04,2025-01-02 13:40:04,0 days 10:25:39,37539,213195.83000000002,942550.0103505203,936138.0044798639,1328440.3557866018,831625.5740598269,1095418.4435894203,747193.832895976,6,>60
12232,47,Ж,Воронеж,554,2021-12-28 11:06:33,2024-12-31 23:33:26,2024-12-26 23:27:52,0 days 10:07:39,36459,172840.0,757126.3063552701,678838.1277808426,700417.384838775,773525.5729991765,674382.1278076953,804290.7023288629,4,36-48
12233,33,Ж,Санкт-Петербург,559,2021-12-27 15:56:10,2025-01-03 04:58:06,2024-12-15 04:41:33,0 days 10:41:05,38465,336045.82999999996,1152395.5659882966,963315.1507022324,1020959.6671847696,882522.5158436191,1330462.7746588455,1032526.3972277967,3,25-35
12234,41,Ж,Казань,555,2021-12-29 01:18:31,2025-01-01 13:43:32,2024-08-23 12:20:29,0 days 10:00:12,36012,271467.12,732907.4795471249,847944.2116799074,768023.7757793454,717726.0120139659,935800.7120510717,840138.3130827716,4,36-48
12235,18,М,Санкт-Петербург,559,2021-12-29 08:02:55,2025-01-03 20:07:47,2024-12-22 19:57:52,0 days 09:54:57,35697,172229.28,1105041.6414534391,893294.6796839967,1150622.0705892178,727322.5166144356,1199089.5931314062,786013.4666734164,2,16-24
12236,57,Ж,Челябинск,554,2021-12-27 07:34:11,2025-01-03 20:56:54,2024-12-10 20:42:24,0 days 11:02:03,39723,292827.45999999996,1096260.0101368977,812563.484370849,1060713.7138571015,752834.3877930262,1256584.7311752506,1156725.0356327828,5,48-60
12237,50,М,Новосибирск,580,2021-12-31 01:18:44,2025-01-02 13:45:50,2024-12-04 13:19:34,0 days 10:03:08,36188,259833.0,782049.3132401712,829625.4024039926,986233.5968677521,912740.5728559371,970549.7323016573,673115.7584196118,5,48-60
12238,22,Ж,Самара,536,2021-12-28 12:19:56,2025-01-02 00:45:49,2024-11-15 00:03:14,0 days 10:14:19,36859,307238.83,724763.235529233,986152.7322362675,841654.5301708807,973325.5535353809,817673.4357562112,794805.9463931553,2,16-24
12239,33,Ж,Красноярск,573,2022-01-01 05:35:18,2024-12-30 18:54:09,2024-12-20 18:45:14,0 days 11:03:18,39798,398060.0,702956.7482239676,1152089.2023083793,1031723.8293648866,958788.315434307,1128785.8912960757,1116306.0923807726,3,25-35
12240,26,М,Москва,562,2021-12-28 11:17:46,2025-01-02 23:25:11,2024-10-21 22:27:48,0 days 09:38:27,34707,272737.0,564078.1743194085,851051.8818022405,1011557.4555831851,813110.7685575924,1229329.626702918,920771.8497644211,3,25-35
12241,19,Ж,Екатеринбург,560,2021-12-27 15:07:30,2025-01-03 03:59:41,2024-12-15 03:49:44,0 days 10:33:05,37985,228165.52000000002,547352.3881617133,1171480.6268453016,823669.0995917093,808011.4132441847,1117303.4750566399,645270.0339815977,2,16-24
12242,59,Ж,Москва,553,2021-12-28 08:04:41,2025-01-03 20:37:55,2025-01-02 20:37:40,0 days 10:16:20,36980,164099.4,950774.2300599066,714136.9044316115,1024815.8750315916,663030.2005568666,1068624.9710920919,828833.5125719301,5,48-60
12243,46,Ж,Москва,554,2021-12-30 07:27:53,2025-01-02 19:44:17,2024-12-17 19:26:46,0 days 09:58:48,35928,248933.0,737290.0551565774,822913.5547153885,809119.6561629965,1051954.936934403,909638.8127091883,801134.2858658788,4,36-48
12244,32,М,Новосибирск,567,2021-12-28 10:03:24,2024-12-31 23:43:29,2024-08-11 21:56:53,0 days 11:20:56,40856,331764.0,1101435.170692998,793274.0896029645,1417031.7274784306,525359.4916902196,912510.269523838,1032864.9830264443,3,25-35
12245,73,Ж,Ростов-на-Дону,549,2021-12-27 10:04:09,2025-01-02 22:10:03,2024-12-11 21:59:10,0 days 09:52:59,35579,258987.0,981776.8016672209,845975.5980478433,873123.6914291142,1172486.770265874,791723.9314087908,754001.9606462875,6,>60
12246,25,Ж,Омск,575,2021-12-27 14:34:56,2025-01-02 02:44:24,2024-12-27 02:43:17,0 days 09:50:47,35447,280243.0,745265.0420399786,1027242.5169250998,1201775.9836693418,690267.4377141647,1316512.674841065,502716.1131176216,3,25-35
12247,10,Ж,Москва,545,2021-12-27 19:00:37,2025-01-03 06:37:13,2024-11-01 05:46:39,0 days 09:17:30,33450,244112.0,734779.6557461509,643856.1855269809,980652.1631320147,697007.5591199318,764793.5786823025,852965.5194980734,1,<16
12248,49,Ж,Уфа,572,2021-12-30 08:54:26,2024-12-31 21:56:08,2024-12-29 21:52:58,0 days 10:40:03,38403,254901.1,627713.864394366,1125593.124321903,836539.5501259987,938075.099157937,1271648.2231905092,1154709.7098676735,5,48-60
12249,29,М,Ростов-на-Дону,557,2021-12-29 01:16:57,2024-12-31 12:48:54,2024-12-23 12:44:12,0 days 09:17:10,33430,276046.45,785411.4986210193,896299.488361405,1117752.3698231992,717448.4207834046,966265.1255956504,641601.4952048105,3,25-35
12250,22,Ж,Новосибирск,563,2021-12-30 12:52:44,2025-01-01 01:27:04,2024-12-09 01:14:02,0 days 10:18:03,37083,231469.0,846595.3906872794,654284.8521433051,737073.7947037126,726739.0064931188,670105.4101535783,573243.9698910265,2,16-24
12251,38,Ж,Санкт-Петербург,556,2022-01-02 03:56:38,2025-01-03 17:13:44,2024-12-16 17:03:45,0 days 10:57:29,39449,268572.0,902268.5372532579,1030345.1996514356,1160278.087515057,910278.0603184678,921299.3537684842,1114046.2944965148,4,36-48
12252,43,М,Челябинск,552,2021-12-31 03:27:45,2025-01-01 15:24:04,2025-01-01 15:22:14,0 days 09:33:29,34409,180575.0,787113.843292325,903259.0600217653,829667.2811305454,958102.7034163027,911697.7767967975,709696.9745995319,4,36-48
12253,21,Ж,Москва,569,2021-12-31 01:35:52,2025-01-03 14:14:30,2024-12-02 14:01:46,0 days 10:21:02,37262,169523.0,931348.6087779514,1084556.5710239012,881233.3606935295,846892.8372675441,1063117.4988277326,905052.4677191271,2,16-24
12254,37,М,Воронеж,548,2021-12-27 22:56:37,2025-01-03 12:05:24,2025-01-03 12:05:24,0 days 10:47:53,38873,339572.83,810491.2408027991,733374.7199295856,1267132.1872822414,766736.0916145995,810463.8905187732,858526.9652647299,4,36-48
12255,27,М,Новосибирск,578,2022-01-01 08:54:46,2025-01-02 21:47:56,2024-12-06 21:34:59,0 days 10:27:56,37676,268789.55,874905.0479997233,976750.1622193878,1056248.2065874313,1151032.8952972172,1053445.5401713338,965675.308781072,3,25-35
12256,50,М,Москва,554,2021-12-28 00:00:24,2025-01-02 12:48:26,2024-11-06 12:07:35,0 days 10:34:09,38049,212260.0,791048.7755401892,1112091.048970258,911349.3832062833,760396.2424454179,969713.2867208943,763983.924323522,5,48-60
12257,44,М,Новосибирск,559,2021-12-27 02:44:53,2024-12-31 15:09:20,2024-11-22 14:34:48,0 days 10:01:34,36094,309697.78,1222580.3207890333,1068137.6709524065,887866.04556726,540765.5246634912,833489.6043823132,652047.3738768524,4,36-48
12258,28,Ж,Санкт-Петербург,560,2021-12-27 17:59:43,2025-01-03 05:48:00,2024-12-21 05:38:27,0 days 09:20:54,33654,230646.03,1086935.4051727545,722322.3302239644,738224.0193060399,693837.3306313715,1090070.2813720943,1082487.312422476,3,25-35
12259,46,Ж,Волгоград,554,2022-01-01 17:30:56,2025-01-03 05:58:06,2024-12-19 05:51:13,0 days 10:10:23,36623,363820.0,877298.2859362555,1403478.6206391647,1070942.1474245943,681101.3506538682,1187632.4124980525,811916.096098886,4,36-48
12260,40,Ж,Москва,562,2021-12-30 00:15:35,2025-01-03 12:35:26,2024-12-22 12:23:11,0 days 10:02:18,36138,262084.12,788262.7152956825,1087357.6785146738,940893.5182780472,997407.2836784018,824458.4604056698,906686.5142851972,4,36-48
12261,38,М,Москва,550,2021-12-30 06:16:08,2025-01-01 17:53:01,2024-12-24 17:44:55,0 days 09:10:20,33020,210441.8,978704.9413873265,727177.2190582833,800752.9760699292,691209.3683423428,988247.2803200008,787098.0656068146,4,36-48
12262,19,Ж,Самара,583,2021-12-29 22:02:45,2025-01-03 10:37:42,2024-11-24 10:04:32,0 days 10:14:31,36871,276815.52,954332.628391271,791065.272153974,910942.4741365188,799157.9989400262,672446.5195229845,788321.9304456767,2,16-24
12263,19,Ж,Челябинск,536,2021-12-27 00:24:08,2025-01-01 12:40:47,2024-12-29 12:34:25,0 days 10:05:40,36340,178156.0,697985.7746692386,1119659.2838841898,885723.5124835961,699917.9888631582,1154957.6050568337,895826.243501371,2,16-24
12264,55,М,Москва,572,2021-12-29 21:43:48,2024-12-30 10:59:15,2024-09-16 10:05:31,0 days 10:51:15,39075,236086.0,990969.6346503058,1004401.7999245956,1031596.7172716139,804459.7950584602,906228.2041922892,740211.1039159826,5,48-60
12265,47,М,Самара,567,2021-12-28 15:22:34,2025-01-03 03:52:47,2024-12-24 03:40:03,0 days 10:09:24,36564,289454.0,704266.7443068505,754931.355357194,766823.0710464977,936162.4192148577,820398.9872590142,810430.7561121772,4,36-48
12266,39,Ж,Екатеринбург,558,2022-01-01 21:27:59,2025-01-03 11:23:20,2024-12-02 11:01:13,0 days 11:25:26,41126,323996.95999999996,810938.70851538,777887.0360662179,1110088.102250259,586840.9450152781,829261.4485230045,864177.4590707719,4,36-48
12267,16,М,Новосибирск,555,2021-12-29 09:06:36,2025-01-02 21:48:56,2024-09-21 20:33:14,0 days 10:21:39,37299,254037.53999999998,743606.7220590332,812014.3304873807,1204920.3790917017,835594.1109460139,891816.7754136422,1036820.9702841394,2,16-24
12268,15,М,Екатеринбург,550,2021-12-28 15:43:16,2025-01-02 04:32:48,2025-01-02 04:32:48,0 days 10:30:15,37815,319274.79000000004,782071.6649130328,1188814.2401823471,1017760.0210670816,979554.9912469614,1156082.5423760274,853497.450541012,1,<16
12269,26,Ж,Нижний Новгород,569,2021-12-28 21:04:26,2025-01-03 09:58:45,2024-11-25 09:32:32,0 days 10:35:09,38109,236389.0,937172.1758302491,748847.9332478583,1349836.9864968788,907657.3769236425,993350.9915417086,856906.5597759018,3,25-35
12270,16,Ж,Новосибирск,550,2021-12-31 22:55:49,2025-01-03 11:01:15,2024-12-22 10:53:21,0 days 09:49:59,35399,139352.0,936755.0065905494,1096919.3453557317,747260.7348568568,916528.7933396405,839127.5213140432,758687.0408530844,2,16-24
12271,68,М,Москва,579,2021-12-30 08:56:36,2025-01-02 21:45:59,2024-12-20 21:40:50,0 days 10:07:47,36467,260245.41,1251810.1801365367,1200875.9021614136,965482.5736936294,889359.3227476391,939193.7437001022,850002.2644005454,6,>60
12272,28,Ж,Санкт-Петербург,554,2021-12-27 03:05:23,2025-01-03 15:23:48,2024-08-19 13:49:55,0 days 09:54:03,35643,321312.77,564277.2559810545,1114522.2399962377,797399.1407962393,801510.899157067,1190791.608082078,996663.0471660057,3,25-35
12273,60,Ж,Нижний Новгород,559,2021-12-28 14:16:57,2025-01-02 01:54:56,2024-12-19 01:48:53,0 days 09:27:00,34020,215186.0,733198.8642727317,740499.9012564657,837384.581784561,1095953.0826949822,702592.4310631806,612569.9657259705,5,48-60
12274,10,М,Москва,555,2022-01-01 02:20:02,2025-01-01 15:33:18,2024-12-20 15:21:22,0 days 10:51:03,39063,287559.8,875715.2858552907,1070855.1669079994,915054.1174306297,723854.7255540565,1250545.5835261496,1160826.4557479392,1,<16
12275,44,М,Москва,561,2021-12-29 08:45:34,2025-01-02 20:59:55,2024-12-30 20:57:10,0 days 09:50:55,35455,258244.0,677534.6330783621,1058094.8109473716,1052718.135903634,1091309.2672073224,793872.5593107619,718923.1668493324,4,36-48
12276,19,Ж,Екатеринбург,557,2021-12-29 15:14:40,2025-01-03 03:28:20,2024-10-13 02:35:40,0 days 09:48:11,35291,162206.04,754188.1950070881,864344.8914849921,1229262.286947254,822868.5145752416,1201398.5752805627,724374.6006094296,2,16-24
12277,30,Ж,Санкт-Петербург,556,2021-12-31 04:53:20,2025-01-03 17:33:25,2025-01-02 17:32:55,0 days 10:23:58,37438,262067.0,810783.407369863,960911.1423281482,1292388.5410005443,971480.4025356385,1217583.5587984524,857138.2720968779,3,25-35
12278,66,М,Нижний Новгород,572,2021-12-28 09:00:12,2025-01-01 21:30:16,2024-12-29 21:28:25,0 days 09:52:42,35562,225760.0,605520.5363999037,575261.0990931445,870144.6403125888,670080.0967811443,1178096.745281092,798896.4297281511,6,>60
12279,48,Ж,Волгоград,545,2021-12-30 16:59:36,2025-01-03 04:50:40,2024-11-12 04:17:14,0 days 09:33:43,34423,225160.0,874375.8529531453,868375.920691296,857162.2519080521,532113.8994724373,802288.5424034882,943141.9939122364,4,36-48
12280,21,Ж,Екатеринбург,571,2021-12-30 04:18:23,2024-12-31 18:07:40,2024-11-26 17:47:33,0 days 11:30:51,41451,391227.0,1091425.0769843194,1027164.5925105887,867710.0214761767,1024704.9382874692,1279699.5938362132,837760.6333068709,2,16-24
12281,9,Ж,Омск,560,2021-12-29 18:21:22,2025-01-03 07:00:12,2024-12-28 06:56:45,0 days 10:17:13,37033,236028.03,906771.4370917567,984279.2693254994,822598.9555894061,525443.5657800304,983774.4732269463,604221.1393937536,1,<16
12282,50,Ж,Екатеринбург,560,2021-12-27 05:20:50,2025-01-02 17:52:28,2024-11-23 17:22:17,0 days 10:13:23,36803,243682.0,969511.1147038669,862053.8930836447,1092383.5221809614,858661.7440876854,1003759.4286744972,853972.9089683049,5,48-60
12283,39,Ж,Москва,552,2021-12-30 16:00:56,2025-01-01 03:55:23,2024-12-02 03:36:12,0 days 09:39:22,34762,283618.15,583729.6984294225,1057328.9996896952,915481.6656000448,742207.4248961668,912867.0219902651,1025559.3469465842,4,36-48
12284,35,М,Москва,554,2021-12-27 21:16:43,2025-01-03 10:17:07,2025-01-03 10:17:07,0 days 10:37:10,38230,193432.12,675663.1211327385,1197729.6960297388,994741.5982938189,875115.6186523426,1088220.3388609483,1006377.2948314785,3,25-35
12285,25,М,Москва,565,2021-12-28 22:37:05,2025-01-01 10:31:18,2024-12-11 10:14:21,0 days 09:36:06,34566,334431.95999999996,1217225.270279959,1083075.6514403226,1080389.084500707,841445.6988079093,844177.2897211738,875000.6913913302,3,25-35
12286,13,Ж,Москва,551,2021-12-29 19:14:31,2025-01-02 07:46:14,2024-11-22 07:14:44,0 days 10:16:55,37015,281855.0,760385.0800422181,931006.1544463614,945441.7448274242,980274.0619251262,1216364.061999947,742099.0365729517,1,<16
12287,33,Ж,Уфа,580,2021-12-30 20:12:59,2024-12-31 09:24:10,2024-12-03 09:02:14,0 days 10:43:51,38631,343296.0,711633.4193307378,871713.9292991568,684635.7767021664,825199.2217160852,1268205.8920365642,583138.5472713659,3,25-35
12288,46,Ж,Москва,538,2021-12-30 01:04:37,2025-01-03 12:32:10,2024-12-25 12:27:09,0 days 09:09:18,32958,179676.0,597286.2315736661,933148.679671059,870123.5189335304,662947.3077087182,790891.1598543401,791065.5856037443,4,36-48
12289,56,Ж,Волгоград,577,2021-12-27 06:34:41,2025-01-03 19:40:59,2024-12-30 19:36:16,0 days 10:45:25,38725,238504.41,939809.9554529287,984526.5372929411,946885.6396358397,741763.6730159763,927371.0707086879,879761.2804495004,5,48-60
12290,38,Ж,Ростов-на-Дону,558,2021-12-31 04:59:27,2025-01-03 18:20:35,2024-12-13 18:15:11,0 days 10:56:09,39369,331417.0,775437.8625725379,871208.4130281606,858261.0073360767,1072046.0968506872,974448.767701441,966690.8894054464,4,36-48
12291,18,Ж,Москва,562,2021-12-29 13:02:23,2025-01-03 01:00:21,2024-12-31 00:55:18,0 days 09:37:27,34647,292957.0,989213.3174345911,1145411.4579005358,1007664.7983640239,738519.0128734263,898348.9699705958,424610.2248859851,2,16-24
12292,34,М,Москва,553,2021-12-28 09:38:39,2024-12-31 22:32:32,2024-11-22 22:07:49,0 days 10:41:26,38486,335877.58,800457.1541133178,796743.0433299019,918966.541065458,864019.7009687313,1139374.0108481946,852203.4190385732,3,25-35
12293,31,Ж,Москва,555,2021-12-27 14:59:07,2024-12-29 03:10:52,2024-12-06 02:44:14,0 days 09:56:02,35762,249830.0,853860.0213872521,809175.5844740524,1257009.8108729424,665450.6822547779,1097876.2827519504,991503.1280019676,3,25-35
12294,38,Ж,Москва,568,2021-12-28 19:48:42,2025-01-03 08:06:01,2024-12-28 07:58:15,0 days 09:40:20,34820,142007.41,840837.1675879335,886196.7212360395,806298.5232136716,677279.2558960887,1070891.8406328845,772196.5411439177,4,36-48
12295,12,Ж,Москва,542,2021-12-29 04:52:01,2025-01-03 16:28:53,2024-12-17 16:25:39,0 days 09:24:06,33846,285431.33999999997,829560.5755506955,820864.9563594771,745894.473766413,676132.2013572328,984887.8123045485,780737.3028540269,1,<16
12296,52,М,Казань,585,2021-12-28 13:05:43,2025-01-02 03:05:16,2024-12-05 02:37:59,0 days 11:28:23,41303,327622.41000000003,768720.4261123902,1218953.36608413,1218644.5034679673,1022963.6258379545,1064429.8736609558,1295236.5842871226,5,48-60
12297,46,М,Москва,556,2021-12-29 01:14:04,2025-01-02 13:25:43,2024-12-27 13:19:59,0 days 09:47:52,35272,162815.0,675220.6392702746,805190.5032947314,794281.0037985346,945702.9976149828,1005195.5731500544,804842.3060961495,4,36-48
12298,33,Ж,Нижний Новгород,554,2021-12-28 11:31:34,2024-12-31 23:50:35,2024-11-25 23:28:51,0 days 09:58:16,35896,257435.78,1094268.9716687554,862041.1024908769,1060577.1846866177,833445.4853522128,703449.0182933002,710114.3311218895,3,25-35
12299,64,Ж,Санкт-Петербург,560,2021-12-26 22:57:41,2025-01-03 12:20:12,2024-10-19 11:22:27,0 days 10:49:54,38994,346641.91000000003,882061.899692363,816153.4436200656,1013158.1746073482,894927.8968009347,705713.1124376163,1249469.0671910718,6,>60
12300,17,Ж,Уфа,555,2021-12-26 22:38:40,2025-01-02 10:39:11,2024-12-28 10:33:35,0 days 09:46:54,35214,268290.0,1014864.7505090483,878634.2503992008,1067678.2989467701,930418.1449932215,901180.6201753531,746108.9336017172,2,16-24
12301,22,М,Волгоград,558,2021-12-28 06:17:54,2025-01-01 19:50:37,2024-10-12 18:58:23,0 days 11:02:56,39776,341065.0,899205.5928168723,1346253.1855351923,1112161.2127198672,876820.1627488234,908748.5641314136,968008.2568805366,2,16-24
12302,75,М,Челябинск,554,2021-12-27 04:54:27,2025-01-03 17:06:46,2024-12-10 16:59:17,0 days 09:52:40,35560,315227.42,764749.1554276777,893966.903718578,1033256.4329394036,817323.6996307578,901690.0384775249,1069646.6993562912,6,>60
12303,66,Ж,Новосибирск,580,2021-12-31 02:15:56,2025-01-02 14:46:31,2024-12-04 14:26:40,0 days 10:09:40,36580,286333.9,751474.1436377423,757162.4852273829,804824.607476662,911623.2082234778,1185412.472663394,659427.3269997186,6,>60
12304,36,М,Москва,536,2021-12-28 20:11:00,2025-01-02 08:43:39,2024-12-06 08:31:08,0 days 10:21:08,37268,295707.0,626675.5424343812,939768.7708458527,859601.403850809,735496.1856387695,1013096.4915755065,671274.7668752609,4,36-48
12305,16,М,Москва,573,2022-01-01 13:38:26,2024-12-31 02:35:38,2024-12-08 02:21:21,0 days 10:32:45,37965,250825.0,1024849.4215934502,1525214.6119672027,760363.4981631697,1106414.382878331,1281859.4358480067,1142947.803052744,2,16-24
12306,24,Ж,Нижний Новгород,562,2021-12-28 18:05:42,2025-01-03 06:22:41,2024-10-06 05:22:50,0 days 10:02:21,36141,223859.0,801901.4422076535,772113.0157361259,790962.873968343,610278.0236011825,886123.5599850101,1038557.2165608136,2,16-24
12307,8,Ж,Казань,560,2021-12-27 08:34:06,2025-01-02 21:01:32,2024-11-06 20:11:39,0 days 10:11:42,36702,178781.0,624084.1388818012,690418.4268713722,737515.5942961535,1042263.4000748184,1059002.549070936,1012958.9618216865,1,<16
12308,34,М,Омск,552,2021-12-28 09:21:03,2025-01-02 21:30:02,2024-11-22 21:06:08,0 days 09:51:36,35496,238940.41999999998,808249.9013709021,1067799.9952208274,1200689.2575008702,798263.3525640676,1169401.3787140176,672041.3656779665,3,25-35
12309,36,Ж,Екатеринбург,553,2021-12-30 03:21:52,2025-01-03 15:25:38,2024-12-13 15:15:33,0 days 09:44:18,35058,229907.0,512960.09965199174,982170.780649112,968692.7110274436,667840.1287386607,1005169.4522910246,996779.8876110404,4,36-48
12310,33,Ж,Москва,569,2021-12-28 07:00:25,2025-01-03 19:34:33,2024-12-18 19:19:38,0 days 10:09:09,36549,325498.0,1005884.6523405886,1121994.7572160647,1181608.4880972528,1018099.6663880552,1106232.9740003946,783883.0555885753,3,25-35
12311,32,М,Волгоград,549,2021-12-26 23:29:19,2025-01-02 12:22:25,2024-12-15 12:15:34,0 days 10:37:35,38255,340662.23,648189.4639663277,879352.3190770609,907965.2111441459,988446.4275011085,1341125.872036772,917306.7639705436,3,25-35
12312,38,М,Омск,577,2021-12-27 08:15:53,2025-01-03 20:50:55,2024-12-21 20:48:01,0 days 10:10:50,36650,295029.0,739918.3891603454,712343.8927519395,763053.459992174,651061.6192489786,1096701.079394623,618265.9335393151,4,36-48
12313,24,Ж,Санкт-Петербург,544,2021-12-29 08:50:50,2024-12-31 21:45:08,2024-12-30 21:44:34,0 days 10:41:14,38474,234300.25,877309.111044825,871155.551256167,595786.5611299208,918621.0358402813,1221935.0525453375,926800.5232710717,2,16-24
12314,7,Ж,Москва,573,2021-12-27 23:05:40,2025-01-03 12:07:15,2024-08-17 10:47:18,0 days 10:35:18,38118,277344.0,944802.9006480438,1062488.9434139277,674685.4145185364,795983.4867430928,874136.8989921493,928182.5242812514,1,<16
12315,22,Ж,Новосибирск,556,2021-12-29 18:08:31,2025-01-03 07:00:09,2024-12-24 06:58:31,0 days 10:25:09,37509,242040.35,770672.070306036,802660.2275980943,1068704.3782633683,793588.1268713285,619192.9845522015,903186.9186231091,2,16-24
12316,10,Ж,Красноярск,563,2021-12-27 11:41:55,2025-01-01 00:03:56,2024-10-31 23:32:37,0 days 10:01:23,36083,351337.0,571247.7471617574,1103930.8887402185,730519.9089814269,642209.611704868,836356.0562870565,1019091.0605966528,1,<16
12317,28,Ж,Воронеж,556,2021-12-29 18:28:46,2025-01-01 07:42:48,2024-12-20 07:32:10,0 days 10:56:20,39380,282317.0,977307.3854290977,1139466.5765928228,1081215.2907028997,966193.1450829549,1066927.7668121054,897453.3667122034,3,25-35
12318,48,М,Санкт-Петербург,552,2021-12-27 04:27:01,2024-12-31 16:08:56,2024-12-23 15:59:31,0 days 09:30:12,34212,133188.41,677661.4317381888,1029133.0456215014,871063.2155397634,947517.5120853123,1007373.1665415129,923438.5783590866,4,36-48
12319,57,Ж,Красноярск,571,2022-01-01 17:29:18,2025-01-02 06:04:44,2025-01-02 06:04:44,0 days 10:09:58,36598,164369.0,741298.5399406294,799245.2177098703,804483.6134718565,733299.3989018236,1121942.6977593414,800958.1094670689,5,48-60
12320,11,Ж,Москва,546,2021-12-30 18:51:58,2025-01-02 07:27:00,2024-12-30 07:25:59,0 days 10:15:29,36929,271958.0,961472.6599292534,839332.0929489399,914637.7852855593,739648.2309260616,898572.9665376912,686045.5881068809,1,<16
12321,9,М,Самара,579,2021-12-31 12:50:24,2025-01-03 01:54:36,2024-10-24 01:10:01,0 days 10:39:47,38387,315520.0,669785.0051696664,762065.3508646858,1159547.863600753,973358.0726918329,1635451.1249861722,1051543.0637271127,1,<16
12322,16,М,Санкт-Петербург,556,2021-12-27 02:26:36,2025-01-02 14:14:26,2024-12-17 14:02:49,0 days 09:28:30,34110,302850.83,703996.0667549655,771455.6025667218,881971.5709181444,888228.4762755742,1086927.1618284627,708038.7807990417,2,16-24
12323,77,М,Казань,559,2021-12-29 05:33:01,2025-01-03 18:06:49,2024-12-24 18:04:24,0 days 10:11:42,36702,330883.0,973851.0483312005,881635.6632773859,1027194.0516410968,676418.0167838545,823487.8391300532,815942.3806084781,6,>60
12324,27,Ж,Москва,560,2021-12-27 18:36:20,2025-01-03 06:55:44,2024-12-26 06:50:12,0 days 10:01:26,36086,217030.8,670023.4329951963,871073.5823416087,943936.497877877,919599.4549263408,1055971.9595960258,909965.5891635893,3,25-35
12325,16,М,Казань,553,2021-12-29 11:00:27,2025-01-02 23:29:10,2024-12-29 23:25:28,0 days 10:15:48,36948,156434.0,793731.0915352786,1161009.191354841,795359.8074865397,468766.9000203866,1146061.7315307332,674295.9272836522,2,16-24
12326,43,М,Воронеж,561,2021-12-29 21:07:21,2025-01-01 10:13:02,2024-12-24 10:08:34,0 days 10:53:07,39187,294271.48,903819.374969938,866424.4037543049,871103.3173925126,1018182.9494228025,1362484.417520732,1101768.9259609636,4,36-48
12327,21,Ж,Нижний Новгород,550,2021-12-28 13:33:11,2025-01-01 02:09:02,2024-12-13 01:53:02,0 days 10:18:25,37105,288572.0,1003983.001308538,746501.9577594768,848229.5158175441,665549.376726411,1003651.6076042278,657458.5007309013,2,16-24
12328,17,Ж,Волгоград,584,2021-12-27 15:18:03,2025-01-01 05:10:35,2024-12-20 04:59:46,0 days 11:34:33,41673,268704.0,806779.9207217114,1014341.8644099043,935518.3176522119,841963.3193773893,894478.4520277967,1092327.3118227492,2,16-24
12329,50,Ж,Москва,534,2021-12-30 15:22:53,2025-01-02 03:09:11,2024-12-24 02:57:37,0 days 09:35:45,34545,243537.0,729711.5792564633,911280.7448759768,958225.9138990729,735993.639982654,908103.2940702719,753135.2592523512,5,48-60
12330,81,Ж,Москва,574,2021-12-29 22:08:43,2025-01-02 10:54:06,2025-01-01 10:51:00,0 days 10:30:44,37844,306209.69,739165.4197875056,1142296.098396573,887440.9313191292,771657.3897267312,1195201.600399478,820320.6663959047,6,>60
12331,38,М,Омск,565,2021-12-27 12:46:54,2025-01-03 01:11:04,2024-12-27 01:06:25,0 days 10:04:59,36299,276258.92,753018.8812970261,840299.8564273734,1340723.3965330184,911174.3127005178,945708.5955387899,889881.014642046,4,36-48
